folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_el,cd,periodo,sexo,edad,anio,nivel,cond_act,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_format,r_format,p_format,perslecl
11A191,14,40539,4,1,0,2,2,220,2,39,3,3,7,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,30,2,0,,4,4,1,0,,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,9563,1,3,1,0,0,0,2
11A191,14,40539,1,1,0,2,2,220,2,65,3,2,7,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10,2,0,,3,3,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,20857,3,3,1,0,2,0,1
11A191,14,40539,2,1,0,2,2,220,2,54,3,3,7,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,1,1,1,2,0,2,1,1,,0,0,0,1,4,,20,2,0,,3,3,1,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,24292,1,3,1,0,0,2,1
12A191,14,40540,4,1,0,1,2,220,1,37,3,3,5,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,16985,4,4,2,0,0,0,2
12A191,14,40540,3,1,0,1,2,220,1,29,3,4,1,1,1,1,2,2,2,1,6,3,,2,1,2,1,1,2,,3,1500,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,45,2,0,,4,4,1,0,,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,15199,1,2,1,2,0,0,1
12A191,14,40540,1,1,0,1,2,220,2,39,2,7,1,1,1,1,2,2,2,1,10,4,,2,2,1,1,1,2,,3,1000,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,120,1,6,,4,4,1,0,,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,13588,1,2,1,2,0,0,1
12A191,14,40540,2,1,0,2,2,220,1,44,3,3,1,1,1,1,2,2,2,2,1,4,,2,1,2,2,2,2,,1,0,2,1,4,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,60,2,0,,3,4,1,0,,2,2,2,1,2,2,2,0,2,0,1,3,3,3,3,16985,1,1,1,2,0,0,1
11B175,14,40548,4,1,0,2,2,220,2,41,3,4,7,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10,2,0,,2,3,2,0,,2,2,2,2,1,1,1,1,1,6,1,1,1,3,1,19800,3,3,1,0,2,0,1
11B175,14,40548,3,1,0,3,2,220,1,27,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,1,29531,4,4,2,0,0,0,2
11B175,14,40548,1,1,0,1,2,220,2,66,3,3,3,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,5,,2,2,2,2,1,2,2,2,2,,3,60,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,1,3,2,0,,2,2,2,2,2,2,2,0,1,1,1,2,2,2,2,7198,1,3,1,0,2,0,1
11B175,14,40548,2,1,1,1,2,220,1,57,3,3,1,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,2,0,,1,1,2,0,,2,2,2,2,2,2,2,0,2,0,1,3,3,3,3,13284,3,3,1,0,2,0,1
13A191,14,40584,2,1,0,2,2,220,2,27,3,4,6,1,1,1,1,1,2,1,2,2,,2,1,2,2,2,2,,3,200,2,1,2,,4,2,,2,1,1,2,2,1,2,2,2,,3,100,2,1,2,,5,2,,1,2,1,2,1,2,0,2,1,1,,0,0,0,1,2,,25,2,0,,2,2,1,0,,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,11888,1,2,1,2,2,2,1
13A191,14,40584,4,1,0,2,2,220,2,56,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,16529,4,4,2,0,0,0,2
13A191,14,40584,3,1,0,2,2,220,2,74,3,6,7,1,1,1,1,2,2,2,1,4,,2,2,2,1,2,2,,2,0,2,1,1,,2,4,,2,2,2,1,2,2,2,1,2,,2,0,2,1,5,ESTÉTICA,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,2,2,2,0,,2,2,2,2,2,1,2,0,2,0,1,3,3,3,3,13032,1,2,1,2,2,0,1
11A191,14,40586,1,1,0,1,2,220,2,43,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,60436,4,4,2,0,0,0,2
11A191,14,40586,3,1,0,1,2,220,1,53,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,28254,4,4,2,0,0,0,2
11A191,14,40586,4,1,0,2,2,220,2,39,4,7,7,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,,45,1,4,,4,4,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,36261,3,3,1,0,0,0,2
11B175,14,40592,1,1,0,2,2,220,2,28,3,4,1,1,1,1,2,2,2,1,2,4,,2,1,2,1,2,2,,3,800,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,30,2,0,,4,4,1,0,,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,13365,1,2,1,2,0,0,1
11B175,14,40592,2,1,1,3,2,220,2,29,3,7,1,1,2,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,30,2,0,,4,4,1,0,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,26732,3,3,1,0,0,0,2
11B175,14,40592,3,1,0,2,2,220,2,44,3,3,1,1,1,1,2,2,2,2,2,3,,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,3,3,1,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,13435,1,1,1,2,0,0,1
12B175,14,40593,1,1,0,2,2,220,2,61,6,2,7,1,2,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,2,2,2,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10,2,0,,2,3,2,0,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,13682,3,3,1,0,2,0,1
12B175,14,40593,3,1,0,1,2,220,2,75,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,8090,4,4,2,0,0,0,2
12B175,14,40593,4,1,0,1,2,220,2,52, ,0,1,1,1,1,2,2,2,1,1,4,,2,2,1,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,25,2,0,,3,3,1,0,,1,2,2,2,2,2,2,0,1,1,1,1,1,1,1,30154,1,2,1,2,0,0,1
12B175,14,40593,2,1,0,2,2,220,2,51,4,7,1,1,1,1,2,2,2,1,10,4,,2,1,1,1,1,2,,3,1500,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,4,,60,2,0,,4,4,1,0,,1,1,2,1,2,2,2,0,2,0,1,1,1,1,1,30154,1,2,1,2,0,0,1
12B175,14,40594,1,1,0,2,2,220,2,23,2,2,7,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,10,2,0,,2,4,2,0,,2,2,2,2,2,1,1,2,1,5,1,1,1,1,1,17531,1,3,1,0,0,0,2
12B175,14,40594,2,1,0,2,2,220,2,23,3,4,7,1,2,1,2,2,2,2,1,4,,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,3,3,2,0,,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,17531,3,1,1,2,0,0,1
12B175,14,40594,3,1,0,1,2,220,2,80,4,5,7,1,1,1,1,2,2,2,4,4,,2,2,2,1,2,2,,2,0,2,1,1,,6,4,,2,2,2,1,2,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,240,2,0,,3,4,2,0,,2,2,2,2,2,1,2,0,2,0,1,2,1,2,2,22106,1,2,1,2,2,0,1
11B175,14,40595,3,1,0,1,2,220,1,60,6,2,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,14969,4,4,2,0,0,0,2
11B175,14,40595,1,1,0,2,2,220,2,35,3,3,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,22310,4,4,2,0,0,0,2
11B175,14,40595,2,1,0,1,2,220,1,24,3,4,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,2,0,0,0,0,18963,4,4,2,0,0,0,2
11B175,14,40595,4,1,0,2,2,220,2,49,6,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,1,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,45340,4,4,2,0,0,0,2
12B175,14,40596,2,1,0,1,2,220,2,61,3,6,1,1,2,2,1,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,2,2,2,2,2,1,2,,3,60,2,1,1,,2,3,,1,2,1,1,1,2,0,2,1,1,,0,0,0,2,1,,30,2,0,,3,3,2,0,,2,1,2,2,2,1,2,0,1,2,1,1,1,2,2,18757,3,3,1,0,2,2,1
12B175,14,40596,4,1,0,3,2,220,1,23,2,7,1,1,1,1,1,1,2,1,2,4,,2,2,2,1,1,2,,3,800,2,1,1,,4,3,,2,2,2,2,2,1,1,2,2,,2,0,2,1,2,,2,3,,1,1,2,2,1,2,0,2,1,2,,0,0,0,1,1,,90,2,0,,3,3,1,0,,2,2,2,2,2,1,1,2,1,2,1,1,1,1,2,25931,1,2,1,2,2,2,1
12B175,14,40596,1,1,1,3,2,220,1,18,3,4,1,1,1,2,2,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,30,1,6,,2,2,2,0,,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,25931,1,3,1,0,0,0,2
12B175,14,40596,3,1,0,1,2,220,1,48,3,4,1,1,1,1,2,1,2,1,3,3,,2,1,1,2,2,2,,1,0,1,2,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,3,,1,1,1,1,1,1,0,2,1,1,,0,0,0,2,3,,40,2,0,,3,3,2,0,,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,15849,1,2,1,1,0,2,1
12B175,14,40597,1,1,0,2,2,220,2,23,3,4,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,2,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,19096,4,4,2,0,0,0,2
12B175,14,40597,2,1,0,3,2,220,2,84,3,2,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,3,3,3,0,3,0,1,3,3,3,3,24081,4,4,2,0,0,0,2
12B175,14,40597,4,1,0,2,2,220,1,33,5,7,1,1,1,1,2,2,2,1,2,3,,2,2,2,1,2,2,,3,800,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,3,,30,2,0,,2,4,1,0,,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,32933,1,2,1,2,0,0,1
12B175,14,40597,3,1,0,1,2,220,2,71,5,2,1,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,5,5,,2,2,2,2,1,2,2,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,1,1,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,8027,1,3,1,0,2,0,1
11A192,15,40025,1,1,0,1,1,220,2,44,3,3,1,1,1,1,2,2,2,2,2,1,,1,2,2,2,2,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,15,2,0,,3,3,2,0,,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,6827,1,1,1,2,0,0,1
11A192,15,40025,2,1,0,1,1,220,2,54,2,4,1,1,1,1,2,2,2,2,4,3,,2,2,2,1,1,2,,2,0,2,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,30,2,0,,3,3,1,0,,2,1,2,2,2,2,2,0,2,0,1,1,1,1,1,6937,1,1,1,2,0,0,1
11A192,15,40025,4,1,0,4,1,220,2,62,3,3,7,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,5,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,18887,4,4,2,0,0,0,2
11A192,15,40028,1,1,0,1,1,220,2,72,2,3,8,1,1,1,2,2,2,2,6,5,,1,2,2,2,2,1,LA BIBLIA,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,90,2,0,,2,3,1,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,7846,1,1,1,2,0,0,1
11A192,15,40028,4,1,0,1,1,220,2,49,3,4,1,1,1,1,1,2,2,2,4,4,,2,2,2,2,2,1,RELIGIOSOS,2,0,2,1,1,,3,4,,2,2,1,1,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,60,2,0,,4,3,1,0,,2,2,2,2,1,2,2,0,1,1,1,1,1,1,1,7311,1,2,1,2,2,0,1
11A192,15,40028,2,1,0,4,1,220,2,30,3,4,7,1,1,1,2,2,2,2,5,6,ESCUELA DE SU HIJA,2,1,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,60,1,7,ENTRETENER A SUS HIJOS,2,4,2,0,,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,28629,1,1,1,2,0,0,1
11A192,15,40086,4,1,0,1,1,220,1,62,6,2,1,1,2,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,1,1,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,13515,3,3,1,0,0,2,1
11A192,15,40086,3,1,0,1,1,220,1,65,6,2,1,1,1,1,1,1,2,2,3,4,,2,2,2,1,2,2,,3,200,2,1,1,,3,3,,2,1,2,2,2,2,2,2,2,,2,0,2,1,1,,2,3,,1,1,1,1,1,3,30,2,1,1,,0,0,0,0,0,,60,2,0,,2,3,1,0,,2,1,2,2,2,2,2,0,2,0,1,2,1,2,2,15600,1,2,1,2,2,2,1
11A192,15,40086,1,1,0,2,1,220,2,67,6,2,7,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,1,1,1,1,1,2,0,2,1,1,,0,0,0,0,0,,20,2,0,,2,2,2,0,,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,21969,1,3,1,0,0,2,1
11A192,15,40086,2,1,0,1,1,220,1,38,3,4,1,1,1,1,1,2,2,1,2,3,,2,2,1,2,1,2,,3,200,2,1,1,,2,4,,2,2,2,2,2,1,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,,30,2,0,,2,3,1,0,,1,2,2,2,2,1,2,0,3,0,1,1,1,1,1,25181,1,2,1,2,2,0,1
12A192,15,40088,4,1,0,1,1,220,1,38,4,7,1,1,1,1,2,2,2,1,8,4,,2,1,2,1,2,2,,3,1600,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,3,,60,1,5,,2,4,1,0,,1,1,2,1,1,1,1,2,1,4,1,2,1,2,1,17356,1,2,1,2,0,0,1
12A192,15,40088,1,1,0,3,1,220,1,32,3,4,1,1,1,2,1,2,1,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,3,,1,2,2,2,2,2,1,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,5,2,1,5,2,,30,2,0,,3,3,1,0,,2,2,2,2,2,1,2,0,1,2,1,1,1,2,2,31064,1,3,1,0,2,0,1
12A192,15,40088,2,1,0,1,1,220,2,64,3,4,1,1,1,1,2,2,2,1,13,5,,2,2,1,2,2,2,,3,6000,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,5,,60,2,0,,1,1,1,0,,2,2,2,2,2,1,1,1,2,0,1,2,2,2,2,6402,1,2,1,2,0,0,1
11A192,15,40115,3,1,0,1,1,220,1,54,3,2,1,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35243,0,0,0,0,0,0,0
11A192,15,40115,4,1,0,1,1,220,1,35,3,3,1,1,2,2,2,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,3,,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,15077,4,4,2,0,0,0,2
12B173,15,40117,3,1,0,1,1,220,1,50,3,4,1,1,1,1,2,2,2,2,5,1,,1,1,2,2,2,2,,2,0,1,1,2,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,60,1,6,,3,3,1,0,,2,2,2,1,1,1,2,0,1,1,1,1,1,1,1,20401,1,1,1,3,0,0,1
12B173,15,40117,2,1,0,2,1,220,1,61,1,3,4,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,1,1,2,2,1,2,0,2,1,1,,0,0,0,0,0,,60,2,0,,2,4,2,0,,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,11710,1,3,1,0,0,2,1
12B173,15,40117,1,1,0,1,1,220,1,41,3,6,1,1,1,1,2,2,2,1,5,3,,2,1,2,1,1,2,,2,0,1,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,3,,90,2,0,,3,3,2,0,,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,14545,1,2,1,3,0,0,1
12B173,15,40117,4,1,0,1,1,220,1,26,3,4,1,1,1,2,2,1,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5,4,,1,1,1,1,1,3,50,2,1,2,,0,0,0,2,4,,30,2,0,,3,3,2,0,,2,2,2,2,1,1,2,0,1,1,1,1,1,1,1,6508,1,3,1,0,0,2,1
11A192,15,40118,4,1,0,4,1,220,1,18,6,2,1,1,1,1,1,1,2,2,1,4,,2,2,2,1,2,2,,3,75,2,1,2,,2,4,,1,1,2,2,2,2,2,2,2,,2,0,2,1,2,,2,3,,2,2,1,1,1,3,21,2,1,2,,0,0,0,0,0,,15,1,6,,2,1,2,0,,2,1,1,1,1,2,2,0,1,3,1,1,1,2,2,33561,1,2,1,2,2,2,1
11B176,15,40120,1,1,0,2,1,220,2,28,3,3,1,1,1,2,1,2,2,1,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,3,4,,2,2,1,2,2,2,2,2,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,4,,30,2,0,,2,2,1,0,,1,1,2,2,2,1,2,0,2,0,1,1,1,1,1,12366,1,3,1,0,2,0,1
11B176,15,40120,2,1,1,6,1,220,2,19,6,2,2,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,2,4,,2,2,1,2,2,2,2,1,2,,2,0,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,20,2,0,,2,2,2,0,,2,1,2,2,2,2,2,0,2,0,1,1,1,1,1,48378,1,3,1,0,2,0,1
11B176,15,40121,1,1,0,2,1,220,2,43,3,3,7,1,1,1,2,2,2,1,3,5,,2,2,1,2,2,2,,3,500,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,5,,30,2,0,,4,2,1,0,,2,1,2,1,1,2,2,0,2,0,1,3,1,1,1,23012,1,2,1,2,0,0,1
11B176,15,40121,4,1,0,1,1,220,1,77,6,2,1,1,1,2,2,1,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1,4,,1,1,1,1,1,3,5,2,1,2,,0,0,0,0,0,,30,2,0,,1,1,2,0,,2,2,2,2,1,2,1,2,2,0,1,2,2,2,2,26731,1,3,1,0,0,2,1
12B176,15,40124,1,1,0,2,1,220,2,34,3,4,7,1,1,2,1,2,2,2,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,1,2,,2,2,2,2,2,1,2,2,2,,3,40,2,1,1,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,15,2,0,,3,4,1,0,,2,1,2,2,1,2,1,2,2,0,1,1,1,1,1,13534,1,3,1,0,2,0,1
