cd,periodo,folio,entidad,control,viv_sel,num_hog,hog_mud,n_ren_ele,p1,p2,p3_1,p3_2,p3_3,p3_4,p3_5,p4,p5,p5_6esp,p6_1,p6_2,p6_3,p6_4,p6_5,p6_6,p6_6esp,p7,p7_3,p8_1,p8_2,p9,p9_5esp,p10,p11,p11_6esp,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_9esp,p13,p13_3,p14_1,p14_2,p15,p15_5esp,p16,p17,p17_6esp,p18_1,p18_2,p18_3,p18_4,p18_5,p19,p19_3,p20_1,p20_2,p21,p21_5esp,p22,p23_1,p23_2,p24,p25,p25_6esp,p26,p27,p28,p28_7esp,p29,p30,p31,p32,p32_6esp,p33_1,p33_2,p33_3,p33_4,p34_1,p34_2,p34_3,p34_3_1,p34_4,p34_4_1,p35,p36_1,p36_2,p36_3,p36_4,factor,h_lec,mat_lec,perslec,l_formato,r_formato,p_formato,persleclrp,edad,sexo,anio,nivel,cond_activ
02,0219,11B168,14,40285,2,1,0,01,1,1,1,2,1,2,2,1,3, ,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,3, ,1,1,1,1,1,3,20,2,1,2, ,0,0,0,0,0, ,40,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,14582,1,2,1,2, ,2,1,61,1,5,7,01
02,0219,11B168,14,40285,1,1,0,01,1,1,1,2,2,2,1,2,3, ,2,1,2,1,2,2, ,3,500,1,2,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,40,2,0, ,3,3,1,0, ,1,2,2,1,1,1,2,0,1,3,1,2,1,1,1,34592,1,2,1,1, , ,1,34,1,5,7,01
02,0219,12B174,14,40315,1,1,0,02,1,1,1,2,2,2,1,5,2, ,2,1,2,1,2,2, ,3,2000,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,2, ,120,2,0, ,3,2,1,0, ,1,2,1,1,2,2,2,0,2,0,1,1,1,2,1,26749,1,2,1,2, , ,1,21,2,3,3,06
02,0219,12B174,14,40315,4,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,2,2,0,1,1,1,2,1,2,2,17833,4,4,2, , , ,2,22,2,3,4,07
02,0219,12B174,14,40315,2,1,0,01,1,1,1,2,2,2,1,4,1, ,2,1,2,2,2,2, ,3,2200,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,1, ,60,1,6, ,4,4,1,0, ,2,2,2,1,2,1,2,0,1,1,1,1,1,2,2,8694,1,2,1,2, , ,1,46,1,5,7,01
02,0219,12B174,14,40318,2,1,0,03,1,2,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,2,1,1,1,1,2,0,2,1,1, ,0,0,0,0,0, ,20,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,32833,3,3,1, , ,2,1,24,1,3,4,01
02,0219,12B174,14,40318,1,1,0,03,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,24624,4,4,2, , , ,2,20,1,1,7,01
02,0219,12B174,14,40318,3,1,1,01,1,1,2,1,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,4,3, ,2,1,2,2,2,2,1,2,2, ,3,200,2,1,2, ,4,3, ,1,1,2,1,1,3,70,2,1,1, ,0,0,0,0,0, ,25,1,3, ,3,4,2,0, ,2,1,2,2,2,1,1,1,1,2,1,2,3,1,1,19110,1,3,1, ,2,2,1,55,1,3,4,01
02,0219,12B174,14,40318,4,1,0,03,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,1,32833,4,4,2, , , ,2,23,1,1,7,01
02,0219,12B174,14,40319,2,1,0,02,1,1,1,1,2,2,2,1,4, ,2,2,1,2,2,2, ,3,270,2,1,1, ,3,5, ,2,2,2,2,1,2,2,2,2, ,3,120,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,20,2,0, ,2,1,2,0, ,2,2,2,2,2,1,1,2,1,2,1,1,1,1,3,13135,1,2,1,2,2, ,1,60,2,2,6,07
02,0219,12B174,14,40319,4,1,0,01,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,6,3, ,2,2,2,2,2,2,1,2,2, ,3,200,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,3, ,60,2,0, ,2,2,1,0, ,1,2,2,2,2,1,2,0,2,0,1,2,1,1,1,30796,1,3,1, ,2, ,1,58,1,3,4,08
02,0219,12B174,14,40319,1,1,0,02,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,3,4, ,2,2,2,2,2,2,2,1,2, ,3,180,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,4, ,30,2,0, ,2,3,2,0, ,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,15115,1,3,1, ,2, ,1,35,2,4,7,01
02,0219,12B174,14,40323,4,1,0,01,1,1,1,2,1,2,2,2,3, ,2,1,2,1,2,2, ,3,800,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,3,3, ,1,1,1,1,1,3,40,2,1,2, ,0,0,0,0,0, ,45,2,0, ,3,4,1,0, ,2,2,2,2,1,1,2,0,1,5,1,1,1,1,1,14904,1,2,1,2, ,2,1,52,1,5,7,01
02,0219,11B174,14,40363,2,1,0,01,2,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32306, , , , , , , ,58,2, ,0,01
02,0219,11B174,14,40363,3,1,0,01,1,2,2,2,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,1,1,1,1,2,2,0,2,1,1, ,0,0,0,0,0, ,20,2,0, ,2,3,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,2,1,2,7251,3,3,1, , ,2,1,49,1,6,2,01
02,0219,11B174,14,40363,4,1,0,03,1,1,1,2,2,2,1,2,3, ,2,2,2,1,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,60,2,0, ,3,4,2,0, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,30980,1,2,1,2, , ,1,43,2,3,4,01
02,0219,11B174,14,40363,1,1,0,02,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,2,2,2,2,2,2,2,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,4, ,20,2,0, ,2,3,2,0, ,2,2,2,1,2,2,2,0,1,1,1,1,1,2,2,24784,1,3,1, ,2, ,1,42,2,3,3,07
02,0219,11B174,14,40369,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,32288,4,4,2, , , ,2,33,1, ,0,01
02,0219,11B174,14,40369,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,16126,4,4,2, , , ,2,70,1,3,2,10
02,0219,11B174,14,40369,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,1,16144,4,4,2, , , ,2,31,1,3,4,01
02,0219,11B174,14,40369,3,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,1,13361,4,4,2, , , ,2,36,2,3,3,07
02,0219,12A171,14,40464,1,1,0,02,1,1,1,1,1,2,1,4,2, ,2,1,2,1,1,2, ,3,700,2,1,1, ,60,3, ,2,1,2,2,2,1,1,1,2, ,3,150,2,1,1, ,5,3, ,1,1,1,1,1,2,0,2,1,2, ,0,0,0,2,2, ,90,1,5, ,4,3,1,0, ,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,26459,1,2,1,2,2,2,1,22,1,2,7,01
02,0219,12A171,14,40464,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,1,1,1,1,1,1,2,15566,4,4,2, , , ,2,32,2,3,3,01
02,0219,12A171,14,40464,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,1,2,2,2,2,2,0,1,1,1,1,2,1,2,20534,4,4,2, , , ,2,64,1,6,2,08
02,0219,12A171,14,40467,4,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,1,2,0,1,1,1,1,1,1,1,16573,4,4,2, , , ,2,23,2,3,3,01
02,0219,12A171,14,40467,2,1,0,01,1,1,1,1,1,2,1,2,1, ,2,1,2,2,2,2, ,3,1000,2,1,1, ,5,3, ,2,2,2,1,2,2,1,2,2, ,3,300,2,1,1, ,6,3, ,1,1,2,2,2,2,0,2,1,2, ,0,0,0,2,3, ,40,1,4, ,2,4,1,0, ,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,8080,1,2,1,2,2,2,1,48,1,3,3,01
02,0219,12A171,14,40467,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,1,1,3,1,6,1,3,1,2,2,13809,4,4,2, , , ,2,41,2,3,4,01
02,0219,12A171,14,40467,3,1,0,02,1,2,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,1,4, ,2,2,2,2,2,2,2,1,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,5,2,0, ,2,1,2,0, ,2,2,2,2,2,1,1,2,2,0,1,2,2,2,1,15996,3,3,1, ,2, ,1,25,2,2,4,07
02,0219,13B175,14,40501,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,60251,4,4,2, , , ,2,49,1,2,6,01
02,0219,13B175,14,40501,3,1,0,02,1,1,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,45,2,0, ,4,4,2,0, ,1,2,2,2,2,1,2,0,1,1,1,1,2,2,1,41473,1,3,1, , , ,2,25,1,4,7,01
02,0219,13B175,14,40501,1,1,0,02,1,1,1,2,2,2,1,3,1, ,2,1,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,1, ,30,1,6, ,3,3,1,0, ,2,2,2,2,2,2,2,0,2,0,1,2,1,1,1,25742,1,2,1,2, , ,1,44,2,4,7,01
02,0219,13A171,14,40509,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,16747,4,4,2, , , ,2,55,1,6,2,01
02,0219,13A171,14,40509,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,18344,4,4,2, , , ,2,83,2,6,2,07
02,0219,13A171,14,40509,2,1,0,02,1,1,2,1,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,3,5, ,2,2,2,2,1,2,2,2,2, ,3,120,2,1,1, ,6,4, ,1,1,1,1,1,3,45,2,1,1, ,0,0,0,0,0, ,30,2,0, ,2,2,2,0, ,2,2,2,2,2,1,2,0,3,0,1,2,2,2,2,19842,1,3,1, ,2,2,1,72,1,6,2,08
02,0219,13A171,14,40509,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,7143,4,4,2, , , ,2,61,2,5,7,07
02,0219,11A171,14,40511,3,1,0,01,1,2,2,2,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,2,4, ,20,2,0, ,1,1,2,0, ,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,7710,3,3,1, , , ,2,44,2,6,2,01
02,0219,11A171,14,40511,1,1,0,01,1,2,1,1,2,2,2,1,4, ,2,2,1,2,2,2, ,3,100,2,1,1, ,3,3, ,2,2,2,2,2,1,2,1,2, ,3,100,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,15,1,6, ,2,1,2,0, ,2,2,2,2,2,2,2,0,2,0,1,2,1,2,2,61420,3,2,1,2,2, ,1,48,2,3,3,01
02,0219,11A171,14,40511,4,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,1,2,0,2,0,1,2,1,2,2,45113,4,4,2, , , ,2,46,1,3,3,01
02,0219,11A171,14,40511,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,1,1,2,2,0,1,2,1,2,1,18632,4,4,2, , , ,2,30,1,3,3,01
02,0219,11A171,14,40514,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,5, ,2,2,2,2,2,2,2,0,2,0,1,3,2,2,2,8036,4,4,2, , , ,2,81,2,2,2,07
02,0219,11A171,14,40514,3,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,2,2,0,1,1,1,2,1,2,2,7171,4,4,2, , , ,2,45,2,3,3,07
02,0219,11A171,14,40514,1,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,3,0,1,2,1,2,2,21513,4,4,2, , , ,2,47,2,3,3,07
02,0219,11A171,14,40514,4,1,0,06,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,1,1,2,2,25929,4,4,2, , , ,2,22,2,3,4,01
02,0219,12A171,14,40515,1,1,0,01,1,2,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,1,5, ,2,2,2,2,1,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,5,2,0, ,1,1,2,0, ,2,2,2,2,2,1,2,0,1,6,1,2,2,2,2,15939,3,3,1, ,2, ,1,71,1,5,7,01
02,0219,12A171,14,40515,4,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,1,1,2,2,0,1,2,1,1,2,19809,4,4,2, , , ,2,40,2,2,4,07
02,0219,12A171,14,40515,2,1,0,01,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,1, ,2,2,2,2,2,1,2,0,2,0,1,2,2,2,2,15455,4,4,2, , , ,2,53,1,3,3,01
02,0219,12A171,14,40515,3,1,0,02,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,8,4, ,2,2,1,2,1,2,1,2,2, ,3,300,1,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3,3, ,20,1,6, ,2,4,1,0, ,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,13151,1,3,1, ,3, ,1,50,2,3,4,02
02,0219,11B175,14,40548,2,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,2,2,0,2,0,1,2,2,2,2,27873,4,4,2, , , ,2,56,1,3,3,01
02,0219,11B175,14,40548,3,1,0,03,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,2, ,2,2,2,2,2,1,2,0,2,0,1,2,1,2,1,33060,4,4,2, , , ,2,26,1,6,2,01
02,0219,11B175,14,40548,4,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,20521,4,4,2, , , ,2,40,2,3,4,07
02,0219,11B175,14,40548,1,1,0,01,1,1,2,1,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,8,5, ,2,2,2,2,1,2,2,2,2, ,2,0,2,1,2, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,45,1,7,ORAR PUES LAS LEO EN EL TEMPLO,1,3,2,0, ,2,2,2,2,2,1,1,2,1,6,1,2,2,1,2,7633,1,3,1, ,2, ,1,65,2,3,3,01
02,0219,12A171,14,40556,4,1,0,01,1,1,1,2,2,2,2,1,4, ,2,2,1,2,2,2, ,3,210,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,40,2,0, ,3,4,1,0, ,2,2,2,1,2,1,2,0,1,1,1,1,1,1,1,23234,1,1,1,2, , ,1,48,1,3,6,01
02,0219,12A171,14,40556,3,1,1,02,1,1,1,2,1,2,1,3,2, ,2,1,2,2,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,1,3, ,1,1,1,1,1,2,0,2,1,2, ,0,0,0,1,2, ,120,2,0, ,2,4,1,0, ,1,2,2,1,2,1,1,2,1,3,1,1,1,1,1,15886,1,2,1,2, ,2,1,22,2,1,7,01
02,0219,12A171,14,40556,2,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,1,2,2,1,2,2,2,0,2,0,1,2,2,1,1,19770,4,4,2, , , ,2,46,2,3,6,01
02,0219,12A171,14,40556,1,1,1,01,1,1,1,2,2,2,1,32,3, ,2,2,2,1,1,2, ,3,3500,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,4, ,120,2,0, ,3,4,1,0, ,1,2,2,1,2,1,2,0,1,3,1,1,1,1,1,15333,1,2,1,2, , ,1,29,2,4,7,01
02,0219,11A171,14,40559,4,1,0,02,1,1,1,1,2,2,2,2,3, ,2,1,2,2,2,2, ,3,1000,2,1,1, ,2,3, ,2,2,1,2,2,2,1,2,2, ,2,0,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,29,2,0, ,2,3,2,0, ,1,2,2,2,2,2,2,0,2,0,1,1,1,1,1,9188,1,2,1,2,2, ,1,57,2,4,7,01
02,0219,11A171,14,40559,2,1,0,01,1,1,2,1,1,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,2,2,2,2,2,2,2,1,2, ,2,0,2,1,2, ,6,3, ,1,1,2,2,1,3,100,2,1,2, ,0,0,0,0,0, ,10,1,6, ,2,3,2,0, ,2,2,2,2,2,1,2,0,1,1,1,2,2,2,2,6380,1,3,1, ,2,2,1,67,1,3,3,01
02,0219,11A171,14,40559,1,1,0,02,1,1,2,1,2,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,2,2,1,2,2,2,2,2,2, ,3,80,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,3,3, ,18,2,0, ,3,3,1,0, ,2,1,2,2,1,1,1,2,2,0,1,3,1,1,2,10573,1,3,1, ,2, ,1,35,2,2,6,07
02,0219,11B175,14,40592,1,1,0,02,1,1,1,2,2,2,1,3,3, ,2,2,2,2,1,2, ,3,1000,2,1,1, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,1,3, ,60,2,0, ,4,4,1,0, ,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,15705,1,2,1,2, , ,1,27,2,3,4,01
02,0219,11B175,14,40592,4,1,0,01,1,1,2,2,1,2,1,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,2,4, ,1,1,1,1,1,2,0,2,1,2, ,0,0,0,1,1, ,30,2,0, ,3,3,2,0, ,1,2,2,2,2,2,2,0,1,1,1,1,1,1,1,29763,1,3,1, , ,2,1,36,1,3,3,01
02,0219,11B175,14,40592,3,1,0,02,1,2,2,2,2,2,2,0,0, ,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0, ,0,0,0, ,0,0,0,3, ,2,2,2,2,2,2,2,0,2,0,1,1,1,1,1,13558,4,4,2, , , ,2,43,2,3,3,01
